theta,ratio above
0.5,1.0
0.525,1.0
0.55,0.9908256880733946
0.575,0.981651376146789
0.6,0.981651376146789
0.625,0.981651376146789
0.65,0.9724770642201835
0.675,0.9724770642201835
0.7,0.9724770642201835
0.725,0.9724770642201835
0.75,0.9724770642201835
0.775,0.9724770642201835
0.8,0.9724770642201835
0.825,0.9724770642201835
0.8500000000000001,0.963302752293578
0.875,0.9541284403669725
0.9,0.926605504587156
0.925,0.926605504587156
0.95,0.8623853211009175
0.9750000000000001,0.7247706422018348
1.0,0.0
