ratio,F1
0.0,0.21359223300970873
0.015,0.21568627450980393
0.03,0.21999999999999997
0.045,0.21999999999999997
0.06,0.22448979591836737
0.075,0.22916666666666669
0.09,0.23157894736842108
0.105,0.23655913978494622
0.12,0.2391304347826087
0.135,0.2417582417582418
0.15,0.2417582417582418
0.16499999999999998,0.2444444444444444
0.18,0.24719101123595508
0.195,0.2528735632183908
0.21,0.2558139534883721
0.22499999999999998,0.25882352941176473
0.24,0.26506024096385544
0.255,0.26829268292682923
0.27,0.27499999999999997
0.285,0.28205128205128205
0.3,0.28205128205128205
