theta,F1 above
0.5,0.2833333333333334
0.525,0.2833333333333334
0.55,0.2833333333333334
0.575,0.2833333333333334
0.6,0.2833333333333334
0.625,0.2833333333333334
0.65,0.2857142857142857
0.675,0.288135593220339
0.7,0.288135593220339
0.725,0.288135593220339
0.75,0.288135593220339
0.775,0.288135593220339
0.8,0.288135593220339
0.825,0.2905982905982906
0.8500000000000001,0.2905982905982906
0.875,0.29310344827586204
0.9,0.29310344827586204
0.925,0.3008849557522124
0.95,0.29411764705882354
0.9750000000000001,0.30952380952380953
1.0,1.0
