theta,F1 above
0.5,0.29729729729729726
0.525,0.3142857142857143
0.55,0.3235294117647059
0.575,0.3384615384615384
0.6,0.34920634920634924
0.625,0.36065573770491804
0.65,0.37288135593220334
0.675,0.39285714285714285
0.7,0.4230769230769231
0.725,0.4313725490196079
0.75,0.46808510638297873
0.775,0.48888888888888893
0.8,0.48888888888888893
0.825,0.5116279069767442
0.8500000000000001,0.5499999999999999
0.875,0.6111111111111112
0.9,0.6470588235294118
0.925,0.7096774193548387
0.95,0.7333333333333334
0.9750000000000001,0.7407407407407407
1.0,1.0
