theta,F1 above
0.5,0.7088607594936709
0.525,0.717948717948718
0.55,0.717948717948718
0.575,0.717948717948718
0.6,0.717948717948718
0.625,0.717948717948718
0.65,0.717948717948718
0.675,0.7105263157894737
0.7,0.7027027027027027
0.725,0.7123287671232876
0.75,0.7123287671232876
0.775,0.7123287671232876
0.8,0.7123287671232876
0.825,0.7222222222222222
0.8500000000000001,0.7222222222222222
0.875,0.7222222222222222
0.9,0.7222222222222222
0.925,0.7142857142857143
0.95,0.7164179104477612
0.9750000000000001,0.7076923076923077
1.0,1.0
