theta,F1 above
0.5,0.6027397260273972
0.525,0.6027397260273972
0.55,0.5915492957746479
0.575,0.5915492957746479
0.6,0.5915492957746479
0.625,0.5915492957746479
0.65,0.5915492957746479
0.675,0.5915492957746479
0.7,0.5915492957746479
0.725,0.5915492957746479
0.75,0.5915492957746479
0.775,0.5915492957746479
0.8,0.5915492957746479
0.825,0.5915492957746479
0.8500000000000001,0.5915492957746479
0.875,0.6
0.9,0.6086956521739131
0.925,0.6086956521739131
0.95,0.625
0.9750000000000001,0.6909090909090909
1.0,1.0
