ratio,F1
0.0,0.36
0.015,0.36
0.03,0.36
0.045,0.3636363636363636
0.06,0.3711340206185567
0.075,0.3711340206185567
0.09,0.375
0.105,0.38297872340425526
0.12,0.3870967741935484
0.135,0.391304347826087
0.15,0.391304347826087
0.16499999999999998,0.39560439560439553
0.18,0.40449438202247184
0.195,0.41379310344827586
0.21,0.41379310344827586
0.22499999999999998,0.42352941176470593
0.24,0.4337349397590362
0.255,0.4337349397590362
0.27,0.43902439024390244
0.285,0.4444444444444445
0.3,0.45000000000000007
