theta,F1 above
0.5,0.5945945945945945
0.525,0.5945945945945945
0.55,0.5945945945945945
0.575,0.5833333333333334
0.6,0.5833333333333334
0.625,0.5833333333333334
0.65,0.5833333333333334
0.675,0.5833333333333334
0.7,0.5797101449275363
0.725,0.5797101449275363
0.75,0.5797101449275363
0.775,0.5797101449275363
0.8,0.5797101449275363
0.825,0.5797101449275363
0.8500000000000001,0.5797101449275363
0.875,0.5882352941176471
0.9,0.5882352941176471
0.925,0.6153846153846153
0.95,0.5862068965517241
0.9750000000000001,0.6296296296296297
1.0,1.0
