theta,ratio above
0.5,1.0
0.525,0.9908256880733946
0.55,0.9908256880733946
0.575,0.9908256880733946
0.6,0.9908256880733946
0.625,0.9908256880733946
0.65,0.9908256880733946
0.675,0.981651376146789
0.7,0.9724770642201835
0.725,0.963302752293578
0.75,0.963302752293578
0.775,0.963302752293578
0.8,0.9541284403669725
0.825,0.944954128440367
0.8500000000000001,0.926605504587156
0.875,0.926605504587156
0.9,0.926605504587156
0.925,0.9174311926605505
0.95,0.8715596330275229
0.9750000000000001,0.7981651376146789
1.0,0.0
