,theta,f1_above,f1_all,ratio_above
0,0.5,0.8928571428571429,0.8928571428571429,1.0
1,0.5263157894736842,0.8928571428571429,0.8928571428571429,1.0
2,0.5526315789473684,0.9090909090909091,0.9090909090909091,0.9908256880733946
3,0.5789473684210527,0.9090909090909091,0.9090909090909091,0.9908256880733946
4,0.6052631578947368,0.9056603773584906,0.9090909090909091,0.981651376146789
5,0.631578947368421,0.9056603773584906,0.9090909090909091,0.981651376146789
6,0.6578947368421053,0.9056603773584906,0.9090909090909091,0.981651376146789
7,0.6842105263157895,0.9230769230769231,0.9259259259259259,0.9724770642201835
8,0.7105263157894737,0.9230769230769231,0.9259259259259259,0.963302752293578
9,0.7368421052631579,0.9230769230769231,0.9259259259259259,0.963302752293578
10,0.763157894736842,0.9230769230769231,0.9259259259259259,0.963302752293578
11,0.7894736842105263,0.9230769230769231,0.9259259259259259,0.963302752293578
12,0.8157894736842105,0.9230769230769231,0.9259259259259259,0.963302752293578
13,0.8421052631578947,0.92,0.9259259259259259,0.9541284403669725
14,0.868421052631579,0.9166666666666666,0.9259259259259259,0.9357798165137615
15,0.8947368421052632,0.875,0.9259259259259259,0.8165137614678899
16,0.9210526315789473,0.8421052631578948,0.9454545454545454,0.7431192660550459
17,0.9473684210526315,0.7272727272727272,0.9454545454545454,0.6880733944954128
18,0.9736842105263157,0.6666666666666666,0.9629629629629629,0.6146788990825688
19,1.0,1.0,1.0,0.0
