ratio,F1
0.0,0.5242718446601942
0.015,0.5294117647058824
0.03,0.5346534653465346
0.045,0.54
0.06,0.5454545454545454
0.075,0.5510204081632654
0.09,0.5567010309278351
0.105,0.5567010309278351
0.12,0.5567010309278351
0.135,0.5625
0.15,0.5744680851063829
0.16499999999999998,0.5744680851063829
0.18,0.5806451612903226
0.195,0.5869565217391305
0.21,0.5934065934065934
0.22499999999999998,0.6
0.24,0.6136363636363636
0.255,0.6206896551724138
0.27,0.6206896551724138
0.285,0.6352941176470588
0.3,0.6352941176470588
