,ratio,f1_all
0,0.0,0.36800000000000005
1,0.015789473684210527,0.3709677419354838
2,0.031578947368421054,0.384
3,0.04736842105263158,0.384
4,0.06315789473684211,0.39682539682539686
5,0.07894736842105263,0.40944881889763773
6,0.09473684210526316,0.421875
7,0.1105263157894737,0.4251968503937008
8,0.12631578947368421,0.42857142857142855
9,0.14210526315789473,0.42857142857142855
10,0.15789473684210525,0.435483870967742
11,0.1736842105263158,0.43902439024390244
12,0.18947368421052632,0.4426229508196721
13,0.20526315789473684,0.45000000000000007
14,0.2210526315789474,0.45378151260504207
15,0.2368421052631579,0.45378151260504207
16,0.25263157894736843,0.4615384615384615
17,0.26842105263157895,0.46956521739130436
18,0.28421052631578947,0.4736842105263158
19,0.3,0.4821428571428571
