ratio,F1
0.0,0.8611464968152865
0.015,0.8930348258706468
0.03,0.9048207663782446
0.045,0.9208282582216808
0.06,0.9208282582216808
0.075,0.9234507897934386
0.09,0.9258809234507899
0.105,0.9258809234507899
0.12,0.9271844660194175
0.135,0.9271844660194175
0.15,0.9271844660194175
0.16499999999999998,0.9271844660194175
0.18,0.9323671497584541
0.195,0.9362214199759326
0.21,0.9425837320574163
0.22499999999999998,0.9425837320574163
0.24,0.9451073985680192
0.255,0.9463647199046484
0.27,0.9476190476190477
0.285,0.9476190476190477
0.3,0.9476190476190477
