theta,F1 above
0.5,0.6265734265734266
0.525,0.6265734265734266
0.55,0.6264044943820225
0.575,0.625
0.6,0.6275071633237822
0.625,0.6293103448275862
0.65,0.6300578034682082
0.675,0.6328011611030478
0.7,0.6352941176470588
0.725,0.6379821958456974
0.75,0.6375939849624059
0.775,0.6384266263237519
0.8,0.6412213740458015
0.825,0.64
0.8500000000000001,0.6417445482866044
0.875,0.6466876971608833
0.9,0.6442307692307692
0.925,0.6435643564356436
0.95,0.6401384083044983
0.9750000000000001,0.6460980036297641
1.0,1.0
