theta,F1 above
0.5,0.8550548112058465
0.525,0.8550548112058465
0.55,0.8550548112058465
0.575,0.8550548112058465
0.6,0.8557457212713937
0.625,0.8567931456548348
0.65,0.8571428571428572
0.675,0.8589108910891089
0.7,0.8589108910891089
0.725,0.862111801242236
0.75,0.865
0.775,0.8690176322418135
0.8,0.8719898605830165
0.825,0.8716645489199492
0.8500000000000001,0.8735632183908046
0.875,0.8758002560819462
0.9,0.878048780487805
0.925,0.8767833981841765
0.95,0.8781127129750983
0.9750000000000001,0.8812664907651715
1.0,1.0
