theta,ratio above
0.5,1.0
0.525,0.9983825313384553
0.55,0.9971694298422968
0.575,0.9959563283461383
0.6,0.9951475940153659
0.625,0.9947432268499797
0.65,0.9943388596845936
0.675,0.9923170238576627
0.7,0.9915082895268904
0.725,0.9886777193691872
0.75,0.9874646178730287
0.775,0.985847149211484
0.8,0.9838253133845531
0.825,0.9805903760614638
0.8500000000000001,0.9781641730691468
0.875,0.9777598059037607
0.9,0.9757379700768297
0.925,0.9700768297614234
0.95,0.9648200566114031
0.9750000000000001,0.957541447634452
1.0,0.0
