ratio,F1
0.0,0.6363636363636364
0.015,0.6706056129985228
0.03,0.7097701149425287
0.045,0.7450980392156862
0.06,0.7776261937244202
0.075,0.7994616419919247
0.09,0.8122503328894807
0.105,0.8169761273209549
0.12,0.821664464993395
0.135,0.8247694334650857
0.15,0.8339869281045751
0.16499999999999998,0.8490322580645161
0.18,0.851994851994852
0.195,0.8549422336328627
0.21,0.8622448979591837
0.22499999999999998,0.8636942675159236
0.24,0.8651399491094147
0.255,0.8651399491094147
0.27,0.868020304568528
0.285,0.8708860759493671
0.3,0.8779874213836477
