ratio,F1
0.0,0.6406015037593984
0.015,0.6841339155749636
0.03,0.7095851216022891
0.045,0.7387640449438203
0.06,0.7658402203856749
0.075,0.7913279132791328
0.09,0.7945945945945947
0.105,0.7994616419919247
0.12,0.8026845637583893
0.135,0.8106666666666666
0.15,0.8309305373525558
0.16499999999999998,0.8607918263090676
0.18,0.8708860759493671
0.195,0.8793969849246231
0.21,0.8808030112923464
0.22499999999999998,0.8836045056320401
0.24,0.8836045056320401
0.255,0.8877805486284288
0.27,0.8891656288916563
0.285,0.8905472636815921
0.3,0.8919254658385093
