theta,F1 above
0.5,0.6350974930362118
0.525,0.6357243319268636
0.55,0.6363636363636364
0.575,0.6341463414634146
0.6,0.6358381502890174
0.625,0.6326530612244898
0.65,0.6342182890855458
0.675,0.6337817638266069
0.7,0.6366366366366366
0.725,0.6354009077155824
0.75,0.6391437308868503
0.775,0.6388888888888888
0.8,0.640746500777605
0.825,0.6427457098283931
0.8500000000000001,0.6436420722135008
0.875,0.641390205371248
0.9,0.634304207119741
0.925,0.6310517529215359
0.95,0.637137989778535
0.9750000000000001,0.6386861313868613
1.0,1.0
