ratio,F1
0.0,0.976
0.015,0.9885844748858448
0.03,0.9954545454545455
0.045,0.9977220956719818
0.06,0.9977220956719818
0.075,0.9977220956719818
0.09,0.9977220956719818
0.105,0.9977220956719818
0.12,0.9977220956719818
0.135,0.9977220956719818
0.15,0.9977220956719818
0.16499999999999998,0.9977220956719818
0.18,0.9977220956719818
0.195,0.9977220956719818
0.21,0.9977220956719818
0.22499999999999998,0.9977220956719818
0.24,0.9977220956719818
0.255,0.9977220956719818
0.27,0.9988623435722412
0.285,0.9988623435722412
0.3,0.9988623435722412
