ratio,F1
0.0,0.927360774818402
0.015,0.9411764705882354
0.03,0.9510155316606929
0.045,0.9522673031026253
0.06,0.9558998808104887
0.075,0.9571428571428571
0.09,0.9571428571428571
0.105,0.9583828775267539
0.12,0.9583828775267539
0.135,0.9596199524940618
0.15,0.9596199524940618
0.16499999999999998,0.9596199524940618
0.18,0.9596199524940618
0.195,0.9596199524940618
0.21,0.9596199524940618
0.22499999999999998,0.9596199524940618
0.24,0.9608540925266904
0.255,0.9620853080568721
0.27,0.9633136094674556
0.285,0.9633136094674556
0.3,0.9633136094674556
