theta,ratio above
0.5,1.0
0.525,0.9983825313384553
0.55,0.9979781641730692
0.575,0.9979781641730692
0.6,0.997573797007683
0.625,0.9967650626769107
0.65,0.9963606955115245
0.675,0.9959563283461383
0.7,0.9951475940153659
0.725,0.9943388596845936
0.75,0.9931257581884351
0.775,0.9927213910230489
0.8,0.9923170238576627
0.825,0.9898908208653457
0.8500000000000001,0.9886777193691872
0.875,0.9874646178730287
0.9,0.985847149211484
0.925,0.9842296805499393
0.95,0.9818034775576223
0.9750000000000001,0.9749292357460574
1.0,0.0
