ratio,F1
0.0,0.8556832694763729
0.015,0.8877805486284289
0.03,0.9025893958076449
0.045,0.9168704156479216
0.06,0.9181929181929182
0.075,0.9208282582216808
0.09,0.9208282582216808
0.105,0.9208282582216808
0.12,0.9232643118148598
0.135,0.9258809234507899
0.15,0.9258809234507899
0.16499999999999998,0.9271844660194175
0.18,0.9323671497584541
0.195,0.9362214199759326
0.21,0.9413173652694611
0.22499999999999998,0.9413173652694611
0.24,0.9451073985680192
0.255,0.9476190476190477
0.27,0.9476190476190477
0.285,0.9488703923900119
0.3,0.9501187648456058
