theta,F1 above
0.5,0.9720930232558139
0.525,0.9720930232558139
0.55,0.9720930232558139
0.575,0.9754959159859977
0.6,0.9754385964912281
0.625,0.9754385964912281
0.65,0.9753810082063306
0.675,0.9764705882352942
0.7,0.9764150943396226
0.725,0.9775678866587957
0.75,0.9809976247030878
0.775,0.9809523809523809
0.8,0.9832134292565947
0.825,0.983173076923077
0.8500000000000001,0.9830508474576272
0.875,0.9842424242424243
0.9,0.9842041312272175
0.925,0.9853300733496332
0.95,0.9851485148514851
0.9750000000000001,0.9910828025477708
1.0,1.0
