theta,F1 above
0.5,0.9887892376681614
0.525,0.9887892376681614
0.55,0.9887387387387386
0.575,0.9898534385569336
0.6,0.9898534385569336
0.625,0.9898534385569336
0.65,0.9898534385569336
0.675,0.9898534385569336
0.7,0.9898534385569336
0.725,0.9898534385569336
0.75,0.9909502262443439
0.775,0.9909297052154195
0.8,0.9909297052154195
0.825,0.990909090909091
0.8500000000000001,0.990909090909091
0.875,0.992018244013683
0.9,0.992
0.925,0.9931192660550459
0.95,0.993103448275862
0.9750000000000001,0.9941520467836257
1.0,0.0
