theta,ratio above
0.5,1.0
0.525,0.9991912656692277
0.55,0.997573797007683
0.575,0.9963606955115245
0.6,0.9943388596845936
0.625,0.9935301253538212
0.65,0.9919126566922766
0.675,0.9894864536999596
0.7,0.9886777193691872
0.725,0.9874646178730287
0.75,0.9854427820460978
0.775,0.9842296805499393
0.8,0.9822078447230085
0.825,0.9793772745653053
0.8500000000000001,0.9757379700768297
0.875,0.9733117670845127
0.9,0.9688637282652649
0.925,0.9640113222806308
0.95,0.9615851192883138
0.9750000000000001,0.9518803073190457
1.0,0.0
