theta,ratio above
0.5,1.0
0.525,0.9991912656692277
0.55,0.9979781641730692
0.575,0.9967650626769107
0.6,0.9955519611807522
0.625,0.9947432268499797
0.65,0.9931257581884351
0.675,0.9931257581884351
0.7,0.9919126566922766
0.725,0.9906995551961181
0.75,0.9878689850384149
0.775,0.9846340477153255
0.8,0.9818034775576223
0.825,0.9813991103922362
0.8500000000000001,0.9801860088960777
0.875,0.9797816417306915
0.9,0.9769510715729883
0.925,0.9737161342498989
0.95,0.9684593610998787
0.9750000000000001,0.9611807521229276
1.0,0.0
