ratio,F1
0.0,0.8037889039242219
0.015,0.8333333333333333
0.03,0.8507853403141361
0.045,0.8719275549805952
0.06,0.8900255754475703
0.075,0.8956743002544529
0.09,0.8970775095298602
0.105,0.899873257287706
0.12,0.899873257287706
0.135,0.9012658227848102
0.15,0.9026548672566371
0.16499999999999998,0.904040404040404
0.18,0.9217391304347826
0.195,0.9297163995067818
0.21,0.932349323493235
0.22499999999999998,0.9375764993880049
0.24,0.9414634146341464
0.255,0.9414634146341464
0.27,0.9414634146341464
0.285,0.9414634146341464
0.3,0.9440389294403894
