ratio,F1
0.0,0.8522588522588523
0.015,0.8790419161676647
0.03,0.8959810874704492
0.045,0.9187935034802786
0.06,0.9284064665127022
0.075,0.9308755760368663
0.09,0.9331797235023043
0.105,0.9356321839080459
0.12,0.9368541905855339
0.135,0.9368541905855339
0.15,0.9380733944954128
0.16499999999999998,0.9405034324942791
0.18,0.9405034324942791
0.195,0.9453302961275627
0.21,0.9536723163841808
0.22499999999999998,0.956031567080045
0.24,0.9595505617977528
0.255,0.9607182940516273
0.27,0.9607182940516273
0.285,0.9630459126539754
0.3,0.9630459126539754
