theta,ratio above
0.5,1.0
0.525,0.9995956328346138
0.55,0.9995956328346138
0.575,0.9991912656692277
0.6,0.9987868985038415
0.625,0.997573797007683
0.65,0.9963606955115245
0.675,0.9959563283461383
0.7,0.9959563283461383
0.725,0.9955519611807522
0.75,0.9943388596845936
0.775,0.9919126566922766
0.8,0.9911039223615042
0.825,0.9911039223615042
0.8500000000000001,0.9911039223615042
0.875,0.9898908208653457
0.9,0.9898908208653457
0.925,0.9878689850384149
0.95,0.9854427820460978
0.9750000000000001,0.9813991103922362
1.0,0.7840679336837849
