ratio,F1
0.0,0.9805714285714285
0.015,0.9908675799086757
0.03,0.9908675799086757
0.045,0.9908675799086757
0.06,0.9908675799086757
0.075,0.9920182440136831
0.09,0.9920182440136831
0.105,0.9920182440136831
0.12,0.9920182440136831
0.135,0.9920182440136831
0.15,0.9920182440136831
0.16499999999999998,0.9920182440136831
0.18,0.9920182440136831
0.195,0.9920182440136831
0.21,0.9920182440136831
0.22499999999999998,0.9931662870159453
0.24,0.9931662870159453
0.255,0.9943117178612059
0.27,0.9943117178612059
0.285,0.9943117178612059
0.3,0.9943117178612059
