ratio,F1
0.0,0.9197080291970803
0.015,0.9373493975903615
0.03,0.9498806682577564
0.045,0.9596199524940618
0.06,0.9608540925266904
0.075,0.9620853080568721
0.09,0.9620853080568721
0.105,0.963226571767497
0.12,0.9644549763033176
0.135,0.965680473372781
0.15,0.965680473372781
0.16499999999999998,0.965680473372781
0.18,0.965680473372781
0.195,0.9717647058823529
0.21,0.9777777777777777
0.22499999999999998,0.9777777777777777
0.24,0.9801633605600933
0.255,0.9801633605600933
0.27,0.9801633605600933
0.285,0.9801633605600933
0.3,0.9801633605600933
