theta,F1 above
0.5,0.7139107611548556
0.525,0.7148488830486202
0.55,0.7140974967061924
0.575,0.7146666666666667
0.6,0.7140939597315438
0.625,0.7169811320754718
0.65,0.717391304347826
0.675,0.7205479452054796
0.7,0.7229916897506925
0.725,0.7234636871508381
0.75,0.7270155586987271
0.775,0.7280453257790368
0.8,0.7324749642346209
0.825,0.7388167388167388
0.8500000000000001,0.7405247813411079
0.875,0.7430249632892805
0.9,0.7418397626112759
0.925,0.7379518072289157
0.95,0.7405063291139241
0.9750000000000001,0.7450980392156862
1.0,1.0
