theta,F1 above
0.5,0.9584295612009239
0.525,0.9595375722543353
0.55,0.9605568445475638
0.575,0.9605568445475638
0.6,0.9616724738675957
0.625,0.9616724738675957
0.65,0.9616724738675957
0.675,0.9616724738675957
0.7,0.9616724738675957
0.725,0.9627906976744187
0.75,0.9627906976744187
0.775,0.9627906976744187
0.8,0.9627906976744187
0.825,0.9627906976744187
0.8500000000000001,0.9627039627039626
0.875,0.9627039627039626
0.9,0.9623529411764705
0.925,0.9621749408983451
0.95,0.9643705463182899
0.9750000000000001,0.966183574879227
1.0,0.1904761904761905
