theta,F1 above
0.5,0.8611464968152865
0.525,0.8604353393085787
0.55,0.8619354838709679
0.575,0.8630490956072352
0.6,0.8630490956072352
0.625,0.8664072632944229
0.65,0.8675324675324675
0.675,0.8686605981794538
0.7,0.8717277486910995
0.725,0.8740157480314961
0.75,0.8821192052980132
0.775,0.8844621513944223
0.8,0.8856382978723404
0.825,0.8853333333333333
0.8500000000000001,0.8847184986595173
0.875,0.8844086021505377
0.9,0.8844086021505377
0.925,0.8843537414965987
0.95,0.8873435326842837
0.9750000000000001,0.8968481375358166
1.0,1.0
