theta,ratio above
0.5,1.0
0.525,0.9995956328346138
0.55,0.9987868985038415
0.575,0.9983825313384553
0.6,0.9979781641730692
0.625,0.9971694298422968
0.65,0.9963606955115245
0.675,0.9955519611807522
0.7,0.9947432268499797
0.725,0.9931257581884351
0.75,0.9911039223615042
0.775,0.9906995551961181
0.8,0.9898908208653457
0.825,0.9890820865345734
0.8500000000000001,0.9890820865345734
0.875,0.9886777193691872
0.9,0.9878689850384149
0.925,0.9866558835422564
0.95,0.9838253133845531
0.9750000000000001,0.9797816417306915
1.0,0.8253133845531743
