theta,ratio above
0.5,1.0
0.525,0.9983825313384553
0.55,0.9979781641730692
0.575,0.9967650626769107
0.6,0.9959563283461383
0.625,0.9947432268499797
0.65,0.9943388596845936
0.675,0.9943388596845936
0.7,0.9915082895268904
0.725,0.9902951880307319
0.75,0.9886777193691872
0.775,0.9866558835422564
0.8,0.9862515163768703
0.825,0.9850384148807116
0.8500000000000001,0.9826122118883946
0.875,0.9805903760614638
0.9,0.9805903760614638
0.925,0.9789729073999192
0.95,0.9741205014152851
0.9750000000000001,0.9684593610998787
1.0,0.8253133845531743
