theta,ratio above
0.5,1.0
0.525,0.9979781641730692
0.55,0.9967650626769107
0.575,0.9931257581884351
0.6,0.9906995551961181
0.625,0.9874646178730287
0.65,0.9854427820460978
0.675,0.9838253133845531
0.7,0.9805903760614638
0.725,0.9781641730691468
0.75,0.9773554387383745
0.775,0.9733117670845127
0.8,0.9708855640921957
0.825,0.964415689446017
0.8500000000000001,0.9599676506267691
0.875,0.957541447634452
0.9,0.9530934088152042
0.925,0.9494541043267287
0.95,0.9421754953497776
0.9750000000000001,0.9308532147189649
1.0,0.0
