theta,F1 above
0.5,0.8373333333333334
0.525,0.8355795148247979
0.55,0.8346883468834688
0.575,0.8358620689655172
0.6,0.8368200836820084
0.625,0.8413597733711047
0.65,0.844062947067239
0.675,0.8455988455988457
0.7,0.8475073313782991
0.725,0.8516320474777448
0.75,0.8524590163934427
0.775,0.8562783661119515
0.8,0.8588957055214724
0.825,0.861685214626391
0.8500000000000001,0.8650406504065041
0.875,0.8698517298187809
0.9,0.8754208754208754
0.925,0.8824531516183988
0.95,0.89198606271777
0.9750000000000001,0.910394265232975
1.0,1.0
