theta,ratio above
0.5,1.0
0.525,0.9991912656692277
0.55,0.9983825313384553
0.575,0.9971694298422968
0.6,0.9959563283461383
0.625,0.9955519611807522
0.65,0.9943388596845936
0.675,0.9935301253538212
0.7,0.9931257581884351
0.725,0.9906995551961181
0.75,0.9894864536999596
0.775,0.9886777193691872
0.8,0.9882733522038011
0.825,0.9878689850384149
0.8500000000000001,0.9866558835422564
0.875,0.9846340477153255
0.9,0.9842296805499393
0.925,0.9830165790537808
0.95,0.9801860088960777
0.9750000000000001,0.9737161342498989
1.0,0.0
