ratio,F1
0.0,0.8384615384615386
0.015,0.8639798488664987
0.03,0.8918918918918919
0.045,0.9158653846153847
0.06,0.9363207547169811
0.075,0.9548088064889919
0.09,0.9655963302752293
0.105,0.9761634506242906
0.12,0.9830890642615558
0.135,0.9853768278965129
0.15,0.9865168539325843
0.16499999999999998,0.9887892376681614
0.18,0.9887892376681614
0.195,0.9899216125419934
0.21,0.9899216125419934
0.22499999999999998,0.9910514541387024
0.24,0.9921787709497207
0.255,0.9944258639910815
0.27,0.9955456570155902
0.285,0.9977777777777778
0.3,0.9977777777777778
