theta,F1 above
0.5,0.8522588522588523
0.525,0.8522588522588523
0.55,0.8533007334963324
0.575,0.8543451652386781
0.6,0.8560885608856089
0.625,0.8571428571428572
0.65,0.8581997533908755
0.675,0.8599752168525403
0.7,0.862111801242236
0.725,0.8631840796019901
0.75,0.8660826032540675
0.775,0.8682559598494354
0.8,0.8682559598494354
0.825,0.8686868686868687
0.8500000000000001,0.8697850821744627
0.875,0.8717948717948718
0.9,0.8722580645161291
0.925,0.8709256844850065
0.95,0.8725361366622864
0.9750000000000001,0.8894952251023193
1.0,1.0
