theta,F1 above
0.5,0.9334945586457074
0.525,0.9341463414634147
0.55,0.9362745098039216
0.575,0.9385749385749387
0.6,0.939580764488286
0.625,0.939580764488286
0.65,0.9407407407407407
0.675,0.9429280397022333
0.7,0.9439601494396015
0.725,0.9485570890840651
0.75,0.9508196721311475
0.775,0.9532237673830595
0.8,0.9567430025445293
0.825,0.9588688946015425
0.8500000000000001,0.9611398963730571
0.875,0.961038961038961
0.9,0.9633507853403142
0.925,0.9669749009247026
0.95,0.9719626168224299
0.9750000000000001,0.9795918367346939
1.0,1.0
