ratio,F1
0.0,0.7137254901960784
0.015,0.7525510204081631
0.03,0.7809762202753441
0.045,0.7965260545905708
0.06,0.8213851761846901
0.075,0.8383233532934131
0.09,0.8452380952380951
0.105,0.8466111771700355
0.12,0.8493475682087782
0.135,0.8493475682087782
0.15,0.8507109004739337
0.16499999999999998,0.8561320754716981
0.18,0.8654970760233918
0.195,0.866822429906542
0.21,0.8694638694638696
0.22499999999999998,0.8720930232558141
0.24,0.8760139049826189
0.255,0.8799076212471132
0.27,0.8824884792626728
0.285,0.8837744533947066
0.3,0.8850574712643678
