theta,F1 above
0.5,0.7086614173228347
0.525,0.7114624505928854
0.55,0.7107001321003963
0.575,0.7108753315649868
0.6,0.7093333333333334
0.625,0.7123655913978494
0.65,0.7125506072874495
0.675,0.7129251700680271
0.7,0.7150684931506849
0.725,0.7202216066481995
0.75,0.7262569832402235
0.775,0.7326732673267327
0.8,0.7360912981455064
0.825,0.7322720694645443
0.8500000000000001,0.732846715328467
0.875,0.7342143906020557
0.9,0.7348148148148148
0.925,0.7360482654600302
0.95,0.7358778625954199
0.9750000000000001,0.7440381558028617
1.0,1.0
