ratio,F1
0.0,0.7926509186351707
0.015,0.8277634961439589
0.03,0.8506329113924052
0.045,0.8660826032540675
0.06,0.8842364532019706
0.075,0.8946078431372549
0.09,0.8973105134474327
0.105,0.8986568986568987
0.12,0.8986568986568987
0.135,0.8986568986568987
0.15,0.9
0.16499999999999998,0.9013398294762486
0.18,0.9158653846153847
0.195,0.9375736160188457
0.21,0.9437939110070257
0.22499999999999998,0.9462616822429907
0.24,0.949941792782305
0.255,0.9548088064889919
0.27,0.9548088064889919
0.285,0.9548088064889919
0.3,0.9548088064889919
