theta,F1 above
0.5,0.969283276450512
0.525,0.9703872437357631
0.55,0.9703872437357631
0.575,0.9703872437357631
0.6,0.9714285714285713
0.625,0.9758897818599311
0.65,0.9758897818599311
0.675,0.976958525345622
0.7,0.9792147806004619
0.725,0.9803468208092485
0.75,0.9803012746234067
0.775,0.9837209302325581
0.8,0.984830805134189
0.825,0.984830805134189
0.8500000000000001,0.9846878680800941
0.875,0.9858490566037736
0.9,0.985781990521327
0.925,0.986857825567503
0.95,0.9867310012062726
0.9750000000000001,0.9889570552147239
1.0,1.0
