theta,ratio above
0.5,1.0
0.525,0.9995956328346138
0.55,0.9991912656692277
0.575,0.9967650626769107
0.6,0.9955519611807522
0.625,0.9943388596845936
0.65,0.9927213910230489
0.675,0.9898908208653457
0.7,0.9874646178730287
0.725,0.9846340477153255
0.75,0.9818034775576223
0.775,0.9813991103922362
0.8,0.9789729073999192
0.825,0.976546704407602
0.8500000000000001,0.9741205014152851
0.875,0.9720986655883542
0.9,0.9696724625960372
0.925,0.9672462596037201
0.95,0.957541447634452
0.9750000000000001,0.9506672058228872
1.0,0.0
