theta,F1 above
0.5,0.9818181818181818
0.525,0.9818181818181818
0.55,0.9818181818181818
0.575,0.9829351535836178
0.6,0.9840182648401826
0.625,0.9840182648401826
0.65,0.9840182648401826
0.675,0.9840182648401826
0.7,0.9839816933638444
0.725,0.9839816933638444
0.75,0.9850402761795167
0.775,0.9850402761795167
0.8,0.9850402761795167
0.825,0.9850402761795167
0.8500000000000001,0.9850402761795167
0.875,0.9861431870669746
0.9,0.9861431870669746
0.925,0.9883177570093458
0.95,0.9894242068155112
0.9750000000000001,0.9939975990396159
1.0,1.0
