theta,ratio above
0.5,1.0
0.525,1.0
0.55,0.9991912656692277
0.575,0.9983825313384553
0.6,0.9979781641730692
0.625,0.9979781641730692
0.65,0.9979781641730692
0.675,0.9979781641730692
0.7,0.997573797007683
0.725,0.997573797007683
0.75,0.9967650626769107
0.775,0.9963606955115245
0.8,0.9963606955115245
0.825,0.9951475940153659
0.8500000000000001,0.9947432268499797
0.875,0.9939344925192074
0.9,0.9931257581884351
0.925,0.9915082895268904
0.95,0.9902951880307319
0.9750000000000001,0.983420946219167
1.0,0.7897290739991912
