theta,ratio above
0.5,1.0
0.525,0.9995956328346138
0.55,0.9987868985038415
0.575,0.9979781641730692
0.6,0.997573797007683
0.625,0.9955519611807522
0.65,0.9951475940153659
0.675,0.9951475940153659
0.7,0.9943388596845936
0.725,0.9931257581884351
0.75,0.9927213910230489
0.775,0.9911039223615042
0.8,0.9886777193691872
0.825,0.9854427820460978
0.8500000000000001,0.9826122118883946
0.875,0.9789729073999192
0.9,0.9769510715729883
0.925,0.9737161342498989
0.95,0.9700768297614234
0.9750000000000001,0.9579458147998382
1.0,0.0
