theta,ratio above
0.5,1.0
0.525,0.9967650626769107
0.55,0.9935301253538212
0.575,0.9923170238576627
0.6,0.9878689850384149
0.625,0.9846340477153255
0.65,0.9830165790537808
0.675,0.9797816417306915
0.7,0.9753336029114436
0.725,0.9708855640921957
0.75,0.9672462596037201
0.775,0.9623938536190861
0.8,0.9555196118075212
0.825,0.947836635665184
0.8500000000000001,0.9441973311767085
0.875,0.9397492923574605
0.9,0.9344925192074404
0.925,0.9308532147189649
0.95,0.9235746057420138
0.9750000000000001,0.9078042862919531
1.0,0.0
