theta,ratio above
0.5,1.0
0.525,0.9983825313384553
0.55,0.9971694298422968
0.575,0.9951475940153659
0.6,0.9935301253538212
0.625,0.9923170238576627
0.65,0.9915082895268904
0.675,0.9890820865345734
0.7,0.9874646178730287
0.725,0.9854427820460978
0.75,0.9830165790537808
0.775,0.978568540234533
0.8,0.9773554387383745
0.825,0.9757379700768297
0.8500000000000001,0.9741205014152851
0.875,0.9733117670845127
0.9,0.9692680954306511
0.925,0.966841892438334
0.95,0.9607763849575415
0.9750000000000001,0.9441973311767085
1.0,0.0
