theta,ratio above
0.5,1.0
0.525,1.0
0.55,0.9995956328346138
0.575,0.9991912656692277
0.6,0.9987868985038415
0.625,0.9987868985038415
0.65,0.997573797007683
0.675,0.9971694298422968
0.7,0.9967650626769107
0.725,0.9963606955115245
0.75,0.9947432268499797
0.775,0.9939344925192074
0.8,0.9927213910230489
0.825,0.9919126566922766
0.8500000000000001,0.9911039223615042
0.875,0.9906995551961181
0.9,0.9898908208653457
0.925,0.9878689850384149
0.95,0.983420946219167
0.9750000000000001,0.9761423372422159
1.0,0.0
