ratio,F1
0.0,0.6516516516516516
0.015,0.6900584795321637
0.03,0.7380281690140846
0.045,0.7628294036061027
0.06,0.7945945945945947
0.075,0.8324607329842931
0.09,0.8651399491094147
0.105,0.8960396039603961
0.12,0.9240048250904704
0.135,0.9418742586002372
0.15,0.9579439252336448
0.16499999999999998,0.9639953542392568
0.18,0.9687861271676301
0.195,0.9687861271676301
0.21,0.9699769053117783
0.22499999999999998,0.9711649365628604
0.24,0.9758897818599311
0.255,0.9828962371721779
0.27,0.9840546697038723
0.285,0.9852104664391353
0.3,0.9852104664391353
