ratio,F1
0.0,0.7086614173228347
0.015,0.7468030690537084
0.03,0.7754077791718946
0.045,0.7985166872682323
0.06,0.8203883495145631
0.075,0.8369304556354915
0.09,0.8438617401668652
0.105,0.8452380952380951
0.12,0.8452380952380951
0.135,0.8466111771700355
0.15,0.8466111771700355
0.16499999999999998,0.8493475682087782
0.18,0.8694638694638696
0.195,0.8799076212471132
0.21,0.8876146788990826
0.22499999999999998,0.8914285714285715
0.24,0.8964732650739476
0.255,0.8989784335981839
0.27,0.9002267573696145
0.285,0.903954802259887
0.3,0.9088863892013498
