theta,F1 above
0.5,0.9796380090497738
0.525,0.9818181818181819
0.55,0.9829351535836178
0.575,0.9829351535836178
0.6,0.9828571428571429
0.625,0.9828571428571429
0.65,0.9828571428571429
0.675,0.9839816933638443
0.7,0.9850746268656716
0.725,0.9862068965517242
0.75,0.9884526558891454
0.775,0.9895953757225433
0.8,0.9895953757225433
0.825,0.9895712630359211
0.8500000000000001,0.9895470383275262
0.875,0.9894982497082847
0.9,0.989424206815511
0.925,0.9905882352941177
0.95,0.990521327014218
0.9750000000000001,0.9903147699757868
1.0,1.0
