theta,F1 above
0.5,0.7994757536041939
0.525,0.8010540184453228
0.55,0.8010610079575596
0.575,0.8037383177570094
0.6,0.8058902275769746
0.625,0.8053691275167785
0.65,0.8048452220726783
0.675,0.8070652173913043
0.7,0.810368349249659
0.725,0.8148148148148148
0.75,0.8143053645116919
0.775,0.814404432132964
0.8,0.8167832167832167
0.825,0.8213783403656821
0.8500000000000001,0.8225352112676058
0.875,0.8220338983050848
0.9,0.8245363766048501
0.925,0.8258992805755396
0.95,0.8294117647058824
0.9750000000000001,0.8333333333333333
1.0,1.0
