theta,ratio above
0.5,1.0
0.525,0.9991912656692277
0.55,0.997573797007683
0.575,0.9971694298422968
0.6,0.9971694298422968
0.625,0.9959563283461383
0.65,0.9951475940153659
0.675,0.9939344925192074
0.7,0.9923170238576627
0.725,0.9911039223615042
0.75,0.9882733522038011
0.775,0.9874646178730287
0.8,0.9862515163768703
0.825,0.985847149211484
0.8500000000000001,0.9846340477153255
0.875,0.9838253133845531
0.9,0.983420946219167
0.925,0.9805903760614638
0.95,0.9745248685806712
0.9750000000000001,0.9648200566114031
1.0,0.0
