theta,ratio above
0.5,1.0
0.525,0.9995956328346138
0.55,0.9991912656692277
0.575,0.9991912656692277
0.6,0.9991912656692277
0.625,0.9987868985038415
0.65,0.9987868985038415
0.675,0.9963606955115245
0.7,0.9955519611807522
0.725,0.9951475940153659
0.75,0.9943388596845936
0.775,0.9931257581884351
0.8,0.9923170238576627
0.825,0.9919126566922766
0.8500000000000001,0.9911039223615042
0.875,0.9906995551961181
0.9,0.9902951880307319
0.925,0.9882733522038011
0.95,0.9870602507076426
0.9750000000000001,0.9801860088960777
1.0,0.0
