theta,F1 above
0.5,0.7983651226158038
0.525,0.7983651226158038
0.55,0.7983651226158038
0.575,0.7994542974079127
0.6,0.8005502063273727
0.625,0.8016528925619836
0.65,0.8027586206896552
0.675,0.8027972027972029
0.7,0.8027972027972029
0.725,0.8095909732016926
0.75,0.8141843971631206
0.775,0.818830242510699
0.8,0.8247126436781608
0.825,0.8272859216255444
0.8500000000000001,0.8291970802919707
0.875,0.8311306901615272
0.9,0.8296296296296297
0.925,0.8313253012048193
0.95,0.8320493066255779
0.9750000000000001,0.8338557993730407
1.0,1.0
