theta,F1 above
0.5,0.972027972027972
0.525,0.9731621936989499
0.55,0.9731621936989499
0.575,0.9731621936989499
0.6,0.9731621936989499
0.625,0.9753810082063306
0.65,0.9753231492361928
0.675,0.9752650176678446
0.7,0.9764150943396226
0.725,0.9775678866587957
0.75,0.9798816568047337
0.775,0.981042654028436
0.8,0.981042654028436
0.825,0.9809523809523809
0.8500000000000001,0.9832935560859187
0.875,0.9832935560859187
0.9,0.9844311377245509
0.925,0.9843937575030012
0.95,0.9853300733496332
0.9750000000000001,0.9874999999999999
1.0,0.0
