ratio,F1
0.0,0.953810623556582
0.015,0.9666283084004603
0.03,0.9724770642201834
0.045,0.9748283752860412
0.06,0.9759450171821306
0.075,0.9759450171821306
0.09,0.9759450171821306
0.105,0.9759450171821306
0.12,0.9759450171821306
0.135,0.9759450171821306
0.15,0.9759450171821306
0.16499999999999998,0.9759450171821306
0.18,0.9759450171821306
0.195,0.977116704805492
0.21,0.9840546697038723
0.22499999999999998,0.9840546697038723
0.24,0.9840546697038723
0.255,0.9840546697038723
0.27,0.9852104664391353
0.285,0.9852104664391353
0.3,0.9852104664391353
