theta,ratio above
0.5,1.0
0.525,0.997573797007683
0.55,0.9967650626769107
0.575,0.9943388596845936
0.6,0.9923170238576627
0.625,0.9906995551961181
0.65,0.9894864536999596
0.675,0.9874646178730287
0.7,0.9850384148807116
0.725,0.9826122118883946
0.75,0.9797816417306915
0.775,0.9777598059037607
0.8,0.9729073999191266
0.825,0.9720986655883542
0.8500000000000001,0.9704811969268096
0.875,0.9664375252729478
0.9,0.9632025879498585
0.925,0.9603720177921553
0.95,0.9543065103113627
0.9750000000000001,0.9421754953497776
1.0,0.0
